Data_year;zone;type_habitat;epoque;nombre_pièces;loyer_moyen;moyenne_loyer_mensuel;surface_moyenne;nombre_observations
2015;69001;appartement; ;2;11,8;860;73;1514
2015;69001;maison; ;3;;;;4
2015;69001;appartement; ;4;10,8;1270;117;388
2015;69001;appartement; ;4;;;;3
2015;69001;appartement; ;1;15,4;495;32;253
2015;69001;appartement; ;2;12,8;670;52;436
2015;69001;appartement; ;3;11,6;892;77;433
2015;69001;appartement; ;4;10,9;1270;117;385
2015;69001;maison; ;1;15,4;495;32;255
2015;69001;appartement; ;2;12,8;670;52;437
2015;69001;appartement; ;3;11,6;891;77;434
2015;69001;appartement; ;3;;;;7
2015;69001;appartement; ;1;15,4;495;32;253
2015;69001;appartement; ;2;12,8;670;52;436
2015;69001;appartement; ;3;11,6;892;77;433
2015;69001;appartement; ;4;10,9;1270;117;385
2015;69001;appartement; ;1;15,4;495;32;255
2015;69001;appartement; ;2;12,8;670;52;437
2015;69001;appartement; ;3;11,6;891;77;434
2015;69001;appartement; ;4;10,8;1270;117;388
2015;69001;appartement; ;2;12,4;860;69;664
2015;69001;appartement; ;4;11,2;1413;127;155
2015;69001;appartement; ;1;15,9;490;31;123
2015;69001;appartement; ;2;13,3;685;52;202
2015;69001;appartement; ;3;12,2;922;75;184
2015;69001;appartement; ;2;11,5;860;75;850
2015;69001;appartement; ;4;10,7;1220;114;233
2015;69001;appartement; ;1;15,1;499;33;132
2015;69001;appartement; ;2;12,6;661;53;235
2015;69001;appartement; ;3;11,2;873;78;250
2015;69001;appartement; ;2;12,4;860;69;664
2015;69001;appartement; ;1;15,9;490;31;123
2015;69001;appartement; ;2;13,3;685;52;202
2015;69001;appartement; ;3;12,2;922;75;184
2015;69001;appartement; ;4;11,2;1413;127;155
2015;69001;appartement; ;2;11,5;860;75;850
2015;69001;appartement; ;1;15,1;499;33;132
2015;69001;appartement; ;2;12,6;661;53;235
2015;69001;appartement; ;3;11,2;873;78;250
2015;69001;appartement; ;4;10,7;1220;114;233
2015;69001;appartement; 1. Avant 1946;2;11,9;860;72;961
2015;69001;appartement; 1. Avant 1946;4;11,1;1426;129;246
2015;69001;appartement; 1. Avant 1946;1;15,4;505;33;165
2015;69001;appartement; 1. Avant 1946;2;12,5;667;53;289
2015;69001;appartement; 1. Avant 1946;3;11,5;889;77;261
2015;69001;appartement; 2. Entre 1946-1970;2;10,8;791;73;268
2015;69001;appartement; 2. Entre 1946-1970;4;10;1028;103;67
2015;69001;appartement; 2. Entre 1946-1970;1;;;;34
2015;69001;appartement; 2. Entre 1946-1970;2;13,7;630;46;71
2015;69001;appartement; 2. Entre 1946-1970;3;10,1;819;81;96
2015;69001;appartement; 3. Entre 1971-1990;2;12,1;848;70;110
2015;69001;appartement; 3. Entre 1971-1990;4;;;;17
2015;69001;appartement; 3. Entre 1971-1990;1;;;;42
2015;69001;appartement; 3. Entre 1971-1990;2;;;;35
2015;69001;appartement; 3. Entre 1971-1990;3;;;;16
2015;69001;appartement; 4. Entre 1991-2005;3;11,6;943;81;135
2015;69001;appartement; 4. Entre 1991-2005;4;10,2;1105;108;50
2015;69001;appartement; 4. Entre 1991-2005;1;;;;11
2015;69001;appartement; 4. Entre 1991-2005;2;;;;26
2015;69001;appartement; 4. Entre 1991-2005;3;;;;48
2015;69001;appartement; 5. Après 2005; ;;;;40
2015;69001;appartement; 5. Après 2005;4;;;;8
2015;69001;appartement; 5. Après 2005;1;;;;3
2015;69001;appartement; 5. Après 2005;2;;;;16
2015;69001;appartement; 5. Après 2005;3;;;;13
2015;69001;appartement;1. Avant 1946 ;2;11,9;860;72;961
2015;69001;appartement;1. Avant 1946 ;1;15,4;505;33;165
2015;69001;appartement;1. Avant 1946 ;2;12,5;667;53;289
2015;69001;appartement;1. Avant 1946 ;3;11,5;889;77;261
2015;69001;appartement;1. Avant 1946 ;4;11,1;1426;129;246
2015;69001;appartement;2. Entre 1946-1970 ;2;10,8;791;73;268
2015;69001;appartement;2. Entre 1946-1970 ;1;;;;34
2015;69001;appartement;2. Entre 1946-1970 ;2;;;;71
2015;69001;appartement;2. Entre 1946-1970 ;3;;;;96
2015;69001;maison;2. Entre 1946-1970 ;4;;;;67
2015;69001;appartement;3. Entre 1971-1990 ;2;12,1;848;70;110
2015;69001;appartement;3. Entre 1971-1990 ;1;;;;42
2015;69001;appartement;3. Entre 1971-1990 ;2;;;;35
2015;69001;appartement;3. Entre 1971-1990 ;3;;;;16
2015;69001;maison;3. Entre 1971-1990 ;4;;;;17
2015;69001;appartement;4. Entre 1991-2005 ;3;11,6;943;81;135
2015;69001;appartement;4. Entre 1991-2005 ;1;;;;11
2015;69001;appartement;4. Entre 1991-2005 ;2;;;;26
2015;69001;appartement;4. Entre 1991-2005 ;3;;;;48
2015;69001;appartement;4. Entre 1991-2005 ;4;;;;50
2015;69001;appartement;5. Après 2005 ; ;;;;40
2015;69001;appartement;5. Après 2005 ;1;;;;3
2015;69001;maison;5. Après 2005 ;2;;;;16
2015;69001;appartement;5. Après 2005 ;3;;;;13
2015;69001;appartement;5. Après 2005 ;4;;;;8
2015;69001;appartement; ; ;;;;7
2015;69001;maison; ;3;;;;4
2015;69001;appartement; ;4;;;;3
2015;69001;appartement; ;3;;;;7
2015;69001;appartement; ; ;;;;4
2015;69001;appartement; ;3;;;;2
2015;69001;appartement; ;4;;;;2
2015;69001;appartement; ; ;;;;3
2015;69001;maison; ;3;;;;2
2015;69001;appartement; ;4;;;;1
2015;69001;appartement; ; ;;;;4
2015;69001;appartement; ;3;;;;4
2015;69001;appartement; ; ;;;;3
2015;69001;appartement; ;3;;;;3
2015;69001;appartement; 1. Avant 1946; ;;;;3
2015;69001;appartement; 1. Avant 1946;3;;;;3
2015;69001;appartement; 1. Avant 1946; ;;;;2
2015;69001;appartement; 1. Avant 1946; ;;;;1
2015;69001;appartement; 2. Entre 1946-1970; ;;;;4
2015;69001;appartement; 2. Entre 1946-1970;3;;;;1
2015;69001;appartement; 2. Entre 1946-1970;4;;;;3
2015;69001;maison; 2. Entre 1946-1970; ;;;;2
2015;69001;appartement; 2. Entre 1946-1970; ;;;;2
2015;69001;appartement;1. Avant 1946 ; ;;;;3
2015;69001;appartement;1. Avant 1946 ;3;;;;3
2015;69001;appartement;1. Avant 1946 ; ;;;;2
2015;69001;appartement;1. Avant 1946 ; ;;;;1
2015;69001;appartement;2. Entre 1946-1970 ; ;;;;4
2015;69001;appartement;2. Entre 1946-1970 ;3;;;;4
2015;69001;appartement;2. Entre 1946-1970 ; ;;;;2
2015;69001;appartement;2. Entre 1946-1970 ; ;;;;2
2015;69001;appartement; ;2;11,8;860;73;1507
2015;69001;appartement; ;1;15,4;495;32;253
2015;69001;appartement; ;2;12,8;670;52;436
2015;69001;appartement; ;3;11,6;892;77;433
2015;69001;appartement; ;4;10,9;1270;117;385
2015;69001;appartement; ;1;15,4;495;32;253
2015;69001;appartement; ;2;12,8;670;52;436
2015;69001;appartement; ;3;11,6;892;77;433
2015;69001;appartement; ;4;10,9;1270;117;385
2015;69001;appartement; ;2;12,5;859;69;660
2015;69001;appartement; ;1;15,9;491;31;121
2015;69001;appartement; ;2;13,3;685;52;202
2015;69001;appartement; ;3;12,2;922;75;184
2015;69001;appartement; ;4;11,3;1418;126;153
2015;69001;appartement; ;2;11,5;860;75;847
2015;69001;appartement; ;1;15,1;499;33;132
2015;69001;appartement; ;2;12,6;661;53;234
2015;69001;appartement; ;3;11,2;873;78;249
2015;69001;appartement; ;4;10,7;1221;114;232
2015;69001;appartement; ;2;12,5;859;69;660
2015;69001;appartement; ;1;15,9;491;31;121
2015;69001;appartement; ;2;13,3;685;52;202
2015;69001;appartement; ;3;12,2;922;75;184
2015;69001;appartement; ;4;11,3;1418;126;153
2015;69001;appartement; ;2;11,5;860;75;847
2015;69001;appartement; ;1;15,1;499;33;132
2015;69001;appartement; ;2;12,6;661;53;234
2015;69001;appartement; ;3;11,2;873;78;249
2015;69001;appartement; ;4;10,7;1221;114;232
2015;69001;appartement; 1. Avant 1946;2;11,9;860;72;958
2015;69001;appartement; 1. Avant 1946;1;15,3;506;33;163
2015;69001;appartement; 1. Avant 1946;2;12,5;667;53;289
2015;69001;appartement; 1. Avant 1946;3;11,5;889;77;260
2015;69001;appartement; 1. Avant 1946;4;11,1;1426;129;246
2015;69001;appartement; 1. Avant 1946;2;12,4;874;71;451
2015;69001;appartement; 1. Avant 1946;2;11,7;852;73;507
2015;69001;appartement; 2. Entre 1946-1970;2;10,9;785;72;264
2015;69001;appartement; 2. Entre 1946-1970;1;;;;34
2015;69001;appartement; 2. Entre 1946-1970;2;13,7;630;46;70
2015;69001;appartement; 2. Entre 1946-1970;3;10,1;819;81;96
2015;69001;appartement; 2. Entre 1946-1970;4;10,1;1020;101;64
2015;69001;appartement; 2. Entre 1946-1970;2;11,4;729;64;103
2015;69001;appartement; 2. Entre 1946-1970;2;10,8;813;76;161
2015;69001;maison; 3. Entre 1971-1990;2;12,1;848;70;110
2015;69001;appartement; 3. Entre 1971-1990;1;;;;42
2015;69001;appartement; 3. Entre 1971-1990;2;;;;35
2015;69001;appartement; 3. Entre 1971-1990;3;;;;16
2015;69001;appartement; 3. Entre 1971-1990;4;;;;17
2015;69001;maison; 3. Entre 1971-1990; ;;;;41
2015;69001;appartement; 3. Entre 1971-1990;2;11,8;899;76;69
2015;69001;appartement; 4. Entre 1991-2005;3;11,6;943;81;135
2015;69001;appartement; 4. Entre 1991-2005;1;;;;11
2015;69001;maison; 4. Entre 1991-2005;2;;;;26
2015;69001;appartement; 4. Entre 1991-2005;3;;;;48
2015;69001;appartement; 4. Entre 1991-2005;4;;;;50
2015;69001;appartement; 4. Entre 1991-2005; ;;;;49
2015;69001;maison; 4. Entre 1991-2005;3;11;940;85;86
2015;69001;appartement; 5. Après 2005; ;;;;40
2015;69001;appartement; 5. Après 2005;1;;;;3
2015;69001;appartement; 5. Après 2005;2;;;;16
2015;69001;maison; 5. Après 2005;3;;;;13
2015;69001;appartement; 5. Après 2005;4;;;;8
2015;69001;maison; 5. Après 2005; ;;;;16
2015;69001;appartement; 5. Après 2005; ;;;;24
2015;69001;appartement;1. Avant 1946 ;2;11,9;860;72;958
2015;69001;appartement;1. Avant 1946 ;1;15,3;506;33;163
2015;69001;appartement;1. Avant 1946 ;2;12,5;667;53;289
2015;69001;maison;1. Avant 1946 ;3;11,5;889;77;260
2015;69001;appartement;1. Avant 1946 ;4;11,1;1426;129;246
2015;69001;appartement;1. Avant 1946 ;2;12,4;874;71;451
2015;69001;appartement;1. Avant 1946 ;2;11,7;852;73;507
2015;69001;appartement;2. Entre 1946-1970 ;2;10,9;785;72;264
2015;69001;appartement;2. Entre 1946-1970 ;1;;;;34
2015;69001;appartement;2. Entre 1946-1970 ;2;;;;70
2015;69001;appartement;2. Entre 1946-1970 ;3;;;;96
2015;69001;maison;2. Entre 1946-1970 ;4;;;;64
2015;69001;appartement;2. Entre 1946-1970 ;2;11,4;729;64;103
2015;69001;appartement;2. Entre 1946-1970 ;2;10,8;813;76;161
2015;69001;appartement;3. Entre 1971-1990 ;2;12,1;848;70;110
2015;69001;appartement;3. Entre 1971-1990 ;1;;;;42
2015;69001;maison;3. Entre 1971-1990 ;2;;;;35
2015;69001;appartement;3. Entre 1971-1990 ;3;;;;16
2015;69001;maison;3. Entre 1971-1990 ;4;;;;17
2015;69001;appartement;3. Entre 1971-1990 ; ;;;;41
2015;69001;appartement;3. Entre 1971-1990 ;2;11,8;899;76;69
2015;69001;appartement;4. Entre 1991-2005 ;3;11,6;943;81;135
2015;69001;appartement;4. Entre 1991-2005 ;1;;;;11
2015;69001;maison;4. Entre 1991-2005 ;2;;;;26
2015;69001;appartement;4. Entre 1991-2005 ;3;;;;48
2015;69001;appartement;4. Entre 1991-2005 ;4;;;;50
2015;69001;appartement;4. Entre 1991-2005 ; ;;;;49
2015;69001;appartement;4. Entre 1991-2005 ;3;11;940;85;86
2015;69001;maison;5. Après 2005 ; ;;;;40
2015;69001;appartement;5. Après 2005 ;1;;;;3
2015;69001;appartement;5. Après 2005 ;2;;;;16
2015;69001;appartement;5. Après 2005 ;3;;;;13
2015;69001;appartement;5. Après 2005 ;4;;;;8
2015;69001;maison;5. Après 2005 ; ;;;;16
2015;69001;appartement;5. Après 2005 ; ;;;;24
2015;69002;appartement; ;2;11,7;770;66;1722
2015;69002;appartement; ;3;;;;1
2015;69002;appartement; ;4;10,4;1218;117;239
2015;69002;maison; ;4;;;;5
2015;69002;appartement; ;1;15,4;489;32;441
2015;69002;appartement; ;2;12,9;641;50;587
2015;69002;appartement; ;3;11;828;75;454
2015;69002;appartement; ;4;10,4;1213;117;234
2015;69002;appartement; ;1;15,4;489;32;441
2015;69002;appartement; ;2;12,9;641;50;588
2015;69002;appartement; ;3;11;828;75;454
2015;69002;maison; ;3;;;;6
2015;69002;appartement; ;1;15,4;489;32;441
2015;69002;appartement; ;2;12,9;641;50;587
2015;69002;appartement; ;3;11;828;75;454
2015;69002;appartement; ;4;10,4;1213;117;234
2015;69002;maison; ;1;15,4;489;32;441
2015;69002;appartement; ;2;12,9;641;50;588
2015;69002;appartement; ;3;11;828;75;454
2015;69002;appartement; ;4;10,4;1218;117;239
2015;69002;appartement; ;2;12,7;738;58;778
2015;69002;maison; ;4;10,5;1130;108;94
2015;69002;appartement; ;1;16,2;474;29;224
2015;69002;appartement; ;2;14,7;660;45;264
2015;69002;appartement; ;3;11,8;841;71;196
2015;69002;appartement; ;2;11,3;788;70;944
2015;69002;maison; ;4;10,4;1263;121;145
2015;69002;appartement; ;1;14,9;500;34;217
2015;69002;appartement; ;2;12;631;52;324
2015;69002;appartement; ;3;10,7;822;77;258
2015;69002;appartement; ;2;12,7;738;58;778
2015;69002;maison; ;1;16,2;474;29;224
2015;69002;appartement; ;2;14,7;660;45;264
2015;69002;appartement; ;3;11,8;841;71;196
2015;69002;maison; ;4;10,5;1130;108;94
2015;69002;appartement; ;2;11,3;788;70;944
2015;69002;appartement; ;1;14,9;500;34;217
2015;69002;appartement; ;2;12;631;52;324
2015;69002;appartement; ;3;10,7;822;77;258
2015;69002;maison; ;4;10,4;1263;121;145
2015;69002;appartement; 1. Avant 1946;2;11,9;794;67;1229
2015;69002;appartement; 1. Avant 1946;4;10,5;1284;122;169
2015;69002;appartement; 1. Avant 1946;1;14,9;502;34;282
2015;69002;appartement; 1. Avant 1946;2;13,4;651;49;435
2015;69002;appartement; 1. Avant 1946;3;11,1;857;77;343
2015;69002;appartement; 2. Entre 1946-1970;2;11,3;709;63;227
2015;69002;appartement; 2. Entre 1946-1970;4;;;;28
2015;69002;maison; 2. Entre 1946-1970;1;16,5;508;31;79
2015;69002;appartement; 2. Entre 1946-1970;2;12,4;614;50;68
2015;69002;appartement; 2. Entre 1946-1970;3;10,3;738;72;52
2015;69002;appartement; 3. Entre 1971-1990;2;11,4;698;61;86
2015;69002;maison; 3. Entre 1971-1990;4;;;;12
2015;69002;appartement; 3. Entre 1971-1990;1;;;;33
2015;69002;maison; 3. Entre 1971-1990;2;;;;23
2015;69002;appartement; 3. Entre 1971-1990;3;;;;18
2015;69002;appartement; 4. Entre 1991-2005;2;11,2;736;66;120
2015;69002;appartement; 4. Entre 1991-2005;4;;;;23
2015;69002;appartement; 4. Entre 1991-2005;1;;;;22
2015;69002;maison; 4. Entre 1991-2005;2;;;;44
2015;69002;appartement; 4. Entre 1991-2005;3;;;;31
2015;69002;appartement; 5. Après 2005;2;13,1;801;61;60
2015;69002;appartement; 5. Après 2005;4;;;;7
2015;69002;appartement; 5. Après 2005;1;;;;25
2015;69002;appartement; 5. Après 2005;2;;;;18
2015;69002;appartement; 5. Après 2005;3;;;;10
2015;69002;appartement;1. Avant 1946 ;2;11,9;794;67;1229
2015;69002;maison;1. Avant 1946 ;1;14,9;502;34;282
2015;69002;appartement;1. Avant 1946 ;2;13,4;651;49;435
2015;69002;appartement;1. Avant 1946 ;3;11,1;857;77;343
2015;69002;appartement;1. Avant 1946 ;4;10,5;1284;122;169
2015;69002;appartement;2. Entre 1946-1970 ;2;11,3;709;63;227
2015;69002;maison;2. Entre 1946-1970 ;1;;;;79
2015;69002;appartement;2. Entre 1946-1970 ;2;;;;68
2015;69002;appartement;2. Entre 1946-1970 ;3;;;;52
2015;69002;appartement;2. Entre 1946-1970 ;4;;;;28
2015;69002;appartement;3. Entre 1971-1990 ;2;11,4;698;61;86
2015;69002;appartement;3. Entre 1971-1990 ;1;;;;33
2015;69002;appartement;3. Entre 1971-1990 ;2;;;;23
2015;69002;appartement;3. Entre 1971-1990 ;3;;;;18
2015;69002;appartement;3. Entre 1971-1990 ;4;;;;12
2015;69002;appartement;4. Entre 1991-2005 ;2;11,2;736;66;120
2015;69002;appartement;4. Entre 1991-2005 ;1;;;;22
2015;69002;appartement;4. Entre 1991-2005 ;2;;;;44
2015;69002;appartement;4. Entre 1991-2005 ;3;;;;31
2015;69002;appartement;4. Entre 1991-2005 ;4;;;;23
2015;69002;appartement;5. Après 2005 ;2;13,1;801;61;60
2015;69002;appartement;5. Après 2005 ;1;;;;25
2015;69002;appartement;5. Après 2005 ;2;;;;18
2015;69002;appartement;5. Après 2005 ;3;;;;10
2015;69002;appartement;5. Après 2005 ;4;;;;7
2015;69002;appartement; ; ;;;;6
2015;69002;appartement; ;3;;;;1
2015;69002;appartement; ;4;;;;5
2015;69002;appartement; ;3;;;;6
2015;69002;appartement; ; ;;;;3
2015;69002;appartement; ;3;;;;1
2015;69002;appartement; ;4;;;;2
2015;69002;appartement; ; ;;;;3
2015;69002;appartement; ;4;;;;3
2015;69002;appartement; ; ;;;;3
2015;69002;appartement; ;3;;;;3
2015;69002;appartement; ; ;;;;3
2015;69002;appartement; ;3;;;;3
2015;69002;appartement; 1. Avant 1946; ;;;;1
2015;69002;appartement; 1. Avant 1946;3;;;;1
2015;69002;appartement; 1. Avant 1946; ;;;;1
2015;69002;appartement; 2. Entre 1946-1970; ;;;;1
2015;69002;appartement; 2. Entre 1946-1970;4;;;;1
2015;69002;appartement; 2. Entre 1946-1970; ;;;;1
2015;69002;appartement; 5. Après 2005; ;;;;4
2015;69002;appartement; 5. Après 2005;4;;;;4
2015;69002;appartement; 5. Après 2005; ;;;;1
2015;69002;appartement; 5. Après 2005; ;;;;3
2015;69002;appartement;1. Avant 1946 ; ;;;;1
2015;69002;appartement;1. Avant 1946 ;3;;;;1
2015;69002;appartement;1. Avant 1946 ; ;;;;1
2015;69002;appartement;2. Entre 1946-1970 ; ;;;;1
2015;69002;appartement;2. Entre 1946-1970 ;3;;;;1
2015;69002;appartement;2. Entre 1946-1970 ; ;;;;1
2015;69002;appartement;5. Après 2005 ; ;;;;4
2015;69002;appartement;5. Après 2005 ;3;;;;4
2015;69002;appartement;5. Après 2005 ; ;;;;1
2015;69002;appartement;5. Après 2005 ; ;;;;3
2015;69002;appartement; ;2;11,7;768;66;1716
2015;69002;maison; ;1;15,4;489;32;441
2015;69002;appartement; ;2;12,9;641;50;587
2015;69002;appartement; ;3;11;828;75;454
2015;69002;appartement; ;4;10,4;1213;117;234
2015;69002;appartement; ;1;15,4;489;32;441
2015;69002;maison; ;2;12,9;641;50;587
2015;69002;appartement; ;3;11;828;75;454
2015;69002;appartement; ;4;10,4;1213;117;234
2015;69002;appartement; ;2;12,7;737;58;775
2015;69002;maison; ;1;16,2;474;29;224
2015;69002;appartement; ;2;14,7;660;45;263
2015;69002;appartement; ;3;11,8;841;71;196
2015;69002;appartement; ;4;10,4;1124;108;92
2015;69002;maison; ;2;11,3;786;70;941
2015;69002;appartement; ;1;14,9;500;34;217
2015;69002;appartement; ;2;12;631;52;324
2015;69002;appartement; ;3;10,7;822;77;258
2015;69002;maison; ;4;10,4;1259;121;142
2015;69002;appartement; ;2;12,7;737;58;775
2015;69002;maison; ;1;16,2;474;29;224
2015;69002;appartement; ;2;14,7;660;45;263
2015;69002;appartement; ;3;11,8;841;71;196
2015;69002;appartement; ;4;10,4;1124;108;92
2015;69002;appartement; ;2;11,3;786;70;941
2015;69002;maison; ;1;14,9;500;34;217
2015;69002;appartement; ;2;12;631;52;324
2015;69002;appartement; ;3;10,7;822;77;258
2015;69002;appartement; ;4;10,4;1259;121;142
2015;69002;appartement; 1. Avant 1946;2;11,9;794;67;1228
2015;69002;appartement; 1. Avant 1946;1;14,9;502;34;282
2015;69002;appartement; 1. Avant 1946;2;13,4;651;49;434
2015;69002;appartement; 1. Avant 1946;3;11,1;857;77;343
2015;69002;maison; 1. Avant 1946;4;10,5;1284;122;169
2015;69002;appartement; 1. Avant 1946;2;13,1;730;56;598
2015;69002;appartement; 1. Avant 1946;2;11,3;836;74;630
2015;69002;appartement; 2. Entre 1946-1970;2;11,3;707;63;226
2015;69002;appartement; 2. Entre 1946-1970;1;16,5;508;31;79
2015;69002;maison; 2. Entre 1946-1970;2;12,4;614;50;68
2015;69002;appartement; 2. Entre 1946-1970;3;10,3;738;72;52
2015;69002;maison; 2. Entre 1946-1970;4;;;;27
2015;69002;appartement; 2. Entre 1946-1970;2;12;730;61;62
2015;69002;appartement; 2. Entre 1946-1970;2;11;698;63;164
2015;69002;appartement; 3. Entre 1971-1990;2;11,4;698;61;86
2015;69002;appartement; 3. Entre 1971-1990;1;;;;33
2015;69002;maison; 3. Entre 1971-1990;2;;;;23
2015;69002;appartement; 3. Entre 1971-1990;3;;;;18
2015;69002;appartement; 3. Entre 1971-1990;4;;;;12
2015;69002;appartement; 3. Entre 1971-1990; ;;;;38
2015;69002;appartement; 3. Entre 1971-1990; ;;;;48
2015;69002;maison; 4. Entre 1991-2005;2;11,2;736;66;120
2015;69002;appartement; 4. Entre 1991-2005;1;;;;22
2015;69002;appartement; 4. Entre 1991-2005;2;;;;44
2015;69002;appartement; 4. Entre 1991-2005;3;;;;31
2015;69002;appartement; 4. Entre 1991-2005;4;;;;23
2015;69002;maison; 4. Entre 1991-2005; ;;;;49
2015;69002;appartement; 4. Entre 1991-2005;2;11,4;687;60;71
2015;69002;appartement; 5. Après 2005;2;13,2;747;56;56
2015;69002;appartement; 5. Après 2005;1;;;;25
2015;69002;appartement; 5. Après 2005;2;;;;18
2015;69002;maison; 5. Après 2005;3;;;;10
2015;69002;appartement; 5. Après 2005;4;;;;3
2015;69002;appartement; 5. Après 2005; ;;;;28
2015;69002;appartement; 5. Après 2005; ;;;;28
2015;69002;appartement;1. Avant 1946 ;2;11,9;794;67;1228
2015;69002;appartement;1. Avant 1946 ;1;14,9;502;34;282
2015;69002;appartement;1. Avant 1946 ;2;13,4;651;49;434
2015;69002;appartement;1. Avant 1946 ;3;11,1;857;77;343
2015;69002;maison;1. Avant 1946 ;4;10,5;1284;122;169
2015;69002;appartement;1. Avant 1946 ;2;13,1;730;56;598
2015;69002;appartement;1. Avant 1946 ;2;11,3;836;74;630
2015;69002;appartement;2. Entre 1946-1970 ;2;11,3;707;63;226
2015;69002;appartement;2. Entre 1946-1970 ;1;;;;79
2015;69002;maison;2. Entre 1946-1970 ;2;;;;68
2015;69002;appartement;2. Entre 1946-1970 ;3;;;;52
2015;69002;appartement;2. Entre 1946-1970 ;4;;;;27
2015;69002;appartement;2. Entre 1946-1970 ;2;12;730;61;62
2015;69002;appartement;2. Entre 1946-1970 ;2;11;698;63;164
2015;69002;maison;3. Entre 1971-1990 ;2;11,4;698;61;86
2015;69002;appartement;3. Entre 1971-1990 ;1;;;;33
2015;69002;appartement;3. Entre 1971-1990 ;2;;;;23
2015;69002;appartement;3. Entre 1971-1990 ;3;;;;18
2015;69002;appartement;3. Entre 1971-1990 ;4;;;;12
2015;69002;maison;3. Entre 1971-1990 ; ;;;;38
2015;69002;appartement;3. Entre 1971-1990 ; ;;;;48
2015;69002;appartement;4. Entre 1991-2005 ;2;11,2;736;66;120
2015;69002;appartement;4. Entre 1991-2005 ;1;;;;22
2015;69002;appartement;4. Entre 1991-2005 ;2;;;;44
2015;69002;maison;4. Entre 1991-2005 ;3;;;;31
2015;69002;appartement;4. Entre 1991-2005 ;4;;;;23
2015;69002;appartement;4. Entre 1991-2005 ; ;;;;49
2015;69002;maison;4. Entre 1991-2005 ; ;;;;71
2015;69002;appartement;5. Après 2005 ;2;13,2;747;56;56
2015;69002;appartement;5. Après 2005 ;1;;;;25
2015;69002;appartement;5. Après 2005 ;2;;;;18
2015;69002;appartement;5. Après 2005 ;3;;;;10
2015;69002;maison;5. Après 2005 ;4;;;;3
2015;69002;appartement;5. Après 2005 ; ;;;;28
2015;69002;appartement;5. Après 2005 ; ;;;;28
2015;69003;appartement; ;2;11,6;699;60;1937
2015;69003;appartement; ;3;;;;2
2015;69003;appartement; ;4;10,8;1069;99;248
2015;69003;appartement; ;4;;;;3
2015;69003;appartement; ;1;14,8;465;32;429
2015;69003;maison; ;2;12;593;49;683
2015;69003;appartement; ;3;11,1;754;68;575
2015;69003;appartement; ;4;10,8;1083;100;245
2015;69003;appartement; ;1;14,8;465;32;429
2015;69003;maison; ;2;12;592;49;685
2015;69003;appartement; ;3;11,1;754;68;575
2015;69003;appartement; ;3;;;;5
2015;69003;appartement; ;1;14,8;465;32;429
2015;69003;appartement; ;2;12;593;49;683
2015;69003;appartement; ;3;11,1;754;68;575
2015;69003;appartement; ;4;10,8;1083;100;245
2015;69003;maison; ;1;14,8;465;32;429
2015;69003;appartement; ;2;12;592;49;685
2015;69003;appartement; ;3;11,1;754;68;575
2015;69003;appartement; ;4;10,8;1069;99;248
2015;69003;appartement; ;2;12,1;695;57;865
2015;69003;appartement; ;4;10,7;997;93;83
2015;69003;appartement; ;1;15,7;471;30;226
2015;69003;appartement; ;2;12,8;617;48;314
2015;69003;appartement; ;3;11,4;783;68;242
2015;69003;appartement; ;2;11,4;701;61;1072
2015;69003;appartement; ;4;10,8;1099;102;165
2015;69003;appartement; ;1;14,2;462;32;203
2015;69003;appartement; ;2;11,7;583;50;371
2015;69003;maison; ;3;11;740;67;333
2015;69003;appartement; ;2;12,1;695;57;865
2015;69003;appartement; ;1;15,7;471;30;226
2015;69003;appartement; ;2;12,8;617;48;314
2015;69003;appartement; ;3;11,4;783;68;242
2015;69003;appartement; ;4;10,7;997;93;83
2015;69003;appartement; ;2;11,4;701;61;1072
2015;69003;maison; ;1;14,2;462;32;203
2015;69003;appartement; ;2;11,7;583;50;371
2015;69003;appartement; ;3;11;740;67;333
2015;69003;appartement; ;4;10,8;1099;102;165
2015;69003;appartement; 1. Avant 1946;2;11,8;657;56;912
2015;69003;appartement; 1. Avant 1946;4;10,9;1183;109;77
2015;69003;appartement; 1. Avant 1946;1;14,8;467;32;262
2015;69003;appartement; 1. Avant 1946;2;11,9;587;49;347
2015;69003;appartement; 1. Avant 1946;3;10,7;698;65;226
2015;69003;appartement; 2. Entre 1946-1970;2;10,8;695;64;251
2015;69003;appartement; 2. Entre 1946-1970;4;10,3;949;92;52
2015;69003;appartement; 2. Entre 1946-1970;1;;;;38
2015;69003;appartement; 2. Entre 1946-1970;2;11,1;578;52;60
2015;69003;appartement; 2. Entre 1946-1970;3;10,3;679;66;101
2015;69003;appartement; 3. Entre 1971-1990;2;11,4;698;61;303
2015;69003;appartement; 3. Entre 1971-1990;4;10,7;1009;95;55
2015;69003;appartement; 3. Entre 1971-1990;1;14,2;477;34;66
2015;69003;appartement; 3. Entre 1971-1990;2;12,4;586;47;103
2015;69003;appartement; 3. Entre 1971-1990;3;10,5;718;68;79
2015;69003;appartement; 4. Entre 1991-2005;2;11,6;739;64;330
2015;69003;appartement; 4. Entre 1991-2005;4;10,7;1048;98;57
2015;69003;appartement; 4. Entre 1991-2005;1;;;;45
2015;69003;appartement; 4. Entre 1991-2005;2;12,1;610;51;109
2015;69003;appartement; 4. Entre 1991-2005;3;11,4;825;73;119
